    TIME     , PartNum     ,PartPosX     ,PartPosY     ,PartPosZ     ,PartVelX     ,PartVelY     ,PartVelZ
     0.40000000000000E+02,           1,     0.35355339061056E+00,     0.23427124745474E+00,     0.99999999998610E-02,    -0.12234511899882E-09,    -0.70000000000000E+00,    -0.71342931562881E-14,           2 
