    TIME     , PartNum     ,PartPosX     ,PartPosY     ,PartPosZ     ,PartVelX     ,PartVelY     ,PartVelZ
     0.20000000000000E+02,           1,     0.39999999999928E+00,    -0.70000000000085E+00,     0.71561019845848E-12,     0.70000000000000E+00,     0.17500000000000E+00,    -0.70000000000000E+00,          55
